date,location,region,population,cases,casechange,caserate,deaths,deathrate
2022-05-09,Unincorporated - Del Sur,AV,2415,546,2,22609,3,124
2022-05-09,Unincorporated - Desert View Highlands,AV,2493,754,0,30245,13,521
2022-05-09,Unincorporated - Duarte,SGV,4428,1531,1,34575,14,316
2022-05-09,Unincorporated - East Covina,SGV,329,76,0,23100,1,304
2022-05-09,Unincorporated - East La Mirada,E,5292,1222,4,23091,13,246
2022-05-09,Unincorporated - East Lancaster,AV,114,37,0,32456,0,0
2022-05-09,Unincorporated - East Los Angeles,E,125268,48362,60,38607,535,427
2022-05-09,Unincorporated - East Pasadena,SGV,6403,329,0,5138,11,172
2022-05-09,Unincorporated - East Rancho Dominguez,S,15308,5117,3,33427,63,412
2022-05-09,Unincorporated - East Whittier,E,5306,1090,2,20543,10,188
2022-05-09,Unincorporated - El Camino Village,SB,8791,1895,0,21556,16,182
2022-05-09,Unincorporated - El Monte,SGV,145,51,0,35172,0,0
2022-05-09,Unincorporated - Elizabeth Lake,AV,1661,208,0,12523,1,60
2022-05-09,Unincorporated - Florence-Firestone,S,64705,26470,27,40909,259,400
2022-05-09,Unincorporated - Franklin Canyon,MLA,12,1,0,8333,0,0
2022-05-09,Unincorporated - Glendora,SGV,660,168,0,25455,3,455
2022-05-09,Unincorporated - Hacienda Heights,SGV,55925,11934,31,21339,134,240
2022-05-09,Unincorporated - Harbor Gateway,S,1,4,0,400000,0,0
2022-05-09,Unincorporated - Hawthorne,SB,2514,609,0,24224,5,199
2022-05-09,Unincorporated - Hi Vista,AV,1098,134,0,12204,2,182
2022-05-09,Unincorporated - Kagel/Lopez Canyons,SFV,1412,540,2,38244,3,212
2022-05-09,Unincorporated - La Crescenta-Montrose,SFV,19802,2974,9,15019,24,121
2022-05-09,Unincorporated - La Habra Heights,E,676,17,0,2515,1,148
2022-05-09,Unincorporated - La Rambla,SGV,2075,610,1,29398,25,1205
2022-05-09,Unincorporated - La Verne,SGV,2040,508,3,24902,2,98
2022-05-09,Unincorporated - Ladera Heights,W,7071,1318,5,18640,18,255
2022-05-09,Unincorporated - Lake Hughes,AV,668,149,0,22305,1,150
2022-05-09,Unincorporated - Lake Los Angeles,AV,12994,3459,2,26620,27,208
2022-05-09,Unincorporated - Lake Manor,SFV,1643,348,-1,21181,2,122
2022-05-09,Unincorporated - Lakewood,E,114,1,0,877,0,0
2022-05-09,Unincorporated - Lennox,SB,22542,6458,4,28649,67,297
2022-05-09,Unincorporated - Leona Valley,AV,1751,261,1,14906,5,286
2022-05-09,Unincorporated - Littlerock,AV,4021,1199,0,29818,9,224
2022-05-09,Unincorporated - Littlerock/Juniper Hills,AV,1297,278,0,21434,4,308
2022-05-09,Unincorporated - Littlerock/Pearblossom,AV,3569,1042,0,29196,14,392
2022-05-09,Unincorporated - Llano,AV,877,101,0,11517,2,228
2022-05-09,Unincorporated - Marina del Rey,W,9411,1744,9,18532,4,43
2022-05-09,Unincorporated - Miracle Mile,MLA,0,0,0,0,0,0
2022-05-09,Unincorporated - Monrovia,SGV,3881,884,2,22778,4,103
2022-05-09,Unincorporated - Newhall,SFV,220,87,0,39545,1,455
2022-05-09,Unincorporated - North Lancaster,AV,1198,343,1,28631,4,334
2022-05-09,Unincorporated - North Whittier,W,8360,2418,5,28923,33,395
2022-05-09,Unincorporated - Northeast San Gabriel,SGV,24036,4179,19,17386,51,212
2022-05-09,Unincorporated - Padua Hills,SGV,215,26,0,12093,0,0
2022-05-09,Unincorporated - Palmdale,AV,842,217,0,25772,5,594
2022-05-09,Unincorporated - Palos Verdes Peninsula,SB,621,66,0,10628,0,0
2022-05-09,Unincorporated - Pearblossom/Llano,AV,1956,322,0,16462,3,153
2022-05-09,Unincorporated - Pellissier Village,SGV,619,297,0,47981,1,162
2022-05-09,Unincorporated - Placerita Canyon,SGV,460,15,0,3261,0,0
2022-05-09,Unincorporated - Pomona,SGV,1938,141,0,7276,3,155
2022-05-09,Unincorporated - Quartz Hill,AV,12906,3134,5,24283,35,271
2022-05-09,Unincorporated - Rancho Dominguez,S,2661,942,1,35400,6,225
2022-05-09,Unincorporated - Roosevelt,S,931,218,1,23416,2,215
2022-05-09,Unincorporated - Rosewood,S,1286,394,0,30638,6,467
2022-05-09,Unincorporated - Rosewood/East Gardena,S,1193,416,1,34870,6,503
2022-05-09,Unincorporated - Rosewood/West Rancho Dominguez,S,3361,1082,2,32193,18,536
2022-05-09,Unincorporated - Rowland Heights,SGV,51023,8936,21,17514,106,208
2022-05-09,Unincorporated - San Clemente Island,SB,0,0,0,0,0,0
2022-05-09,Unincorporated - San Francisquito Canyon/Bouquet Canyon,SFV,858,35,0,4079,0,0
2022-05-09,Unincorporated - San Jose Hills,SGV,20221,6445,11,31873,97,480
2022-05-09,Unincorporated - San Pasqual,SGV,2035,66,0,3243,1,49
2022-05-09,Unincorporated - Sand Canyon,AV,308,49,0,15909,0,0
2022-05-09,Unincorporated - Santa Catalina Island,SB,267,620,2,232210,5,1873
2022-05-09,Unincorporated - Santa Monica Mountains,W,18621,2911,20,15633,19,102
2022-05-09,Unincorporated - Saugus,SFV,155,324,2,209032,1,645
2022-05-09,Unincorporated - Saugus/Canyon Country,SFV,356,91,1,25562,1,281
2022-05-09,Unincorporated - South Antelope Valley,AV,455,89,1,19560,1,220
2022-05-09,Unincorporated - South El Monte,SGV,1795,625,0,34819,6,334
2022-05-09,Unincorporated - South San Gabriel,SGV,8848,2049,1,23158,56,633
2022-05-09,Unincorporated - South Whittier,SGV,59222,17384,22,29354,189,319
2022-05-09,Unincorporated - Southeast Antelope Valley,AV,781,186,1,23816,1,128
2022-05-09,Unincorporated - Stevenson Ranch,SFV,20966,4198,23,20023,15,72
2022-05-09,Unincorporated - Sun Village,AV,6036,1818,1,30119,19,315
2022-05-09,Unincorporated - Sunrise Village,SGV,1296,422,0,32562,2,154
2022-05-09,Unincorporated - Twin Lakes/Oat Mountain,SFV,1658,314,0,18938,4,241
2022-05-09,Unincorporated - Val Verde,AV,3309,863,0,26080,3,91
2022-05-09,Unincorporated - Valencia,SFV,3072,699,5,22754,2,65
2022-05-09,Unincorporated - Valinda,SGV,23371,7538,16,32254,97,415
2022-05-09,Unincorporated - View Park/Windsor Hills,S,11635,2550,13,21917,21,180
2022-05-09,Unincorporated - Walnut Park,S,16143,6143,11,38054,64,396
2022-05-09,Unincorporated - West Antelope Valley,AV,1511,135,0,8934,2,132
2022-05-09,Unincorporated - West Carson,SB,22086,5645,15,25559,165,747
2022-05-09,Unincorporated - West Chatsworth,SFV,12,4,0,33333,0,0
2022-05-09,Unincorporated - West LA,W,952,586,2,61555,21,2206
2022-05-09,Unincorporated - West Puente Valley,SGV,9835,3246,5,33005,37,376
2022-05-09,Unincorporated - West Rancho Dominguez,S,1359,394,1,28992,9,662
2022-05-09,Unincorporated - West Whittier/Los Nietos,E,26925,8340,17,30975,111,412
2022-05-09,Unincorporated - Westfield/Academy Hills,TBD,1300,174,1,13385,0,0
2022-05-09,Unincorporated - Westhills,SFV,839,133,0,15852,1,119
2022-05-09,Unincorporated - White Fence Farms,AV,3683,732,1,19875,9,244
2022-05-09,Unincorporated - Whittier Narrows,E,12,65,0,541667,1,8333
2022-05-09,Unincorporated - Whittier,SGV,3784,751,6,19847,10,264
2022-05-09,Unincorporated - Willowbrook,S,34913,13814,11,39567,131,375
2022-05-09,Unincorporated - Wiseburn,SB,6027,1442,4,23926,15,249
2022-05-09,age 0 to 4,,0,84163,214
2022-05-09,age 12 to 17,,0,237722,643
2022-05-09,age 18 to 29,,0,610990,1529
2022-05-09,age 30 to 49,,0,874476,2229
2022-05-09,age 5 to 11,,0,243412,568
2022-05-09,age 50 to 64,,0,453140,1110
2022-05-09,age 65 to 79,,0,176621,473
2022-05-09,age over 80,,0,57342,136
2022-05-10,City of Agoura Hills,SFV,20883,4345,4,20806,22,105
2022-05-10,City of Alhambra,SGV,86725,17444,14,20114,255,294
2022-05-10,City of Arcadia,SGV,57755,8408,14,14558,166,287
2022-05-10,City of Artesia,E,16795,4248,6,25293,88,524
2022-05-10,City of Avalon,SB,3869,64,0,1654,0,0
2022-05-10,City of Azusa,SGV,50039,13860,5,27698,158,316
2022-05-10,City of Baldwin Park,SGV,76768,23095,9,30084,389,507
2022-05-10,City of Bell Gardens,E,43071,14227,3,33032,140,325
2022-05-10,City of Bell,E,36332,13972,4,38456,143,394
2022-05-10,City of Bellflower,E,77734,23550,14,30295,264,340
2022-05-10,City of Beverly Hills,W,34519,8676,16,25133,44,127
2022-05-10,City of Bradbury,SGV,1069,67,0,6268,0,0
2022-05-10,City of Burbank,SFV,107179,23049,25,21505,324,302
2022-05-10,City of Calabasas,SFV,24323,4144,6,17037,38,156
2022-05-10,City of Carson,SB,93847,25989,14,27693,322,343
2022-05-10,City of Cerritos,E,50068,8698,7,17373,85,170
2022-05-10,City of Claremont,SGV,36485,7284,2,19965,81,222
2022-05-10,City of Commerce,E,13069,4551,4,34823,47,360
2022-05-10,City of Compton,S,99905,33294,9,33326,327,327
2022-05-10,City of Covina,SGV,49032,14860,8,30307,206,420
2022-05-10,City of Cudahy,E,24347,10084,1,41418,80,329
2022-05-10,City of Culver City,W,39865,7757,5,19458,134,336
2022-05-10,City of Diamond Bar,SGV,57515,9399,14,16342,108,188
2022-05-10,City of Downey,E,114264,36341,13,31805,379,332
2022-05-10,City of Duarte,SGV,22016,5250,1,23846,120,545
2022-05-10,City of El Monte,SGV,117269,33336,7,28427,528,450
2022-05-10,City of El Segundo,SB,16786,2922,7,17407,14,83
2022-05-10,City of Gardena,E,61310,16517,16,26940,267,435
2022-05-10,City of Glendale,SFV,206496,45325,34,21950,877,425
2022-05-10,City of Glendora,SGV,52764,11990,10,22724,246,466
2022-05-10,City of Hawaiian Gardens,E,14676,4206,0,28659,30,204
2022-05-10,City of Hawthorne,SB,88787,22899,17,25791,277,312
2022-05-10,City of Hermosa Beach,SB,19670,3441,3,17494,12,61
2022-05-10,City of Hidden Hills,SFV,1890,275,1,14550,2,106
2022-05-10,City of Huntington Park,E,59483,22204,9,37328,217,365
2022-05-10,City of Industry,SGV,437,407,0,93135,6,1373
2022-05-10,City of Inglewood,SB,113581,29750,16,26193,388,342
2022-05-10,City of Irwindale,SGV,1459,539,0,36943,8,548
2022-05-10,City of La Canada Flintridge,SGV,20693,3037,1,14676,20,97
2022-05-10,City of La Habra Heights,E,5455,162,0,2970,2,37
2022-05-10,City of La Mirada,E,49599,10643,11,21458,183,369
2022-05-10,City of La Puente,SGV,40696,12811,6,31479,152,373
2022-05-10,City of La Verne,SGV,33281,7165,7,21528,81,243
2022-05-10,City of Lakewood,E,80362,19352,12,24081,170,212
2022-05-10,City of Lancaster,AV,161570,51330,14,31770,427,264
2022-05-10,City of Lawndale,SB,33614,8235,12,24499,72,214
2022-05-10,City of Lomita,SB,20729,4394,2,21197,58,280
2022-05-10,City of Lynwood,S,72047,24939,2,34615,293,407
2022-05-10,City of Malibu,W,12961,2209,2,17043,13,100
2022-05-10,City of Manhattan Beach,SB,36000,5257,7,14603,27,75
2022-05-10,City of Maywood,E,28049,10636,4,37919,105,374
2022-05-10,City of Monrovia,SGV,38801,8443,7,21760,104,268
2022-05-10,City of Montebello,E,64375,19415,9,30159,283,440
2022-05-10,City of Monterey Park,SGV,62262,11865,4,19057,234,376
2022-05-10,City of Norwalk,E,107622,33507,7,31134,469,436
2022-05-10,City of Palmdale,AV,158968,53413,21,33600,446,281
2022-05-10,City of Palos Verdes Estates,SB,13522,1587,4,11736,12,89
2022-05-10,City of Paramount,S,56024,19053,7,34009,211,377
2022-05-10,City of Pico Rivera,E,64284,21161,16,32918,334,520
2022-05-10,City of Pomona,SGV,155933,52440,17,33630,585,375
2022-05-10,City of Rancho Palos Verdes,SB,42747,5101,3,11933,82,192
2022-05-10,City of Redondo Beach,SB,68696,10526,21,15322,70,102
2022-05-10,City of Rolling Hills Estates,SB,8113,1033,0,12733,10,123
2022-05-10,City of Rolling Hills,SB,1940,196,1,10103,3,155
2022-05-10,City of Rosemead,SGV,55350,11011,10,19893,187,338
2022-05-10,City of San Dimas,SGV,34517,8210,7,23786,127,368
2022-05-10,City of San Fernando,SFV,24612,10540,4,42825,80,325
2022-05-10,City of San Gabriel,SGV,40955,7774,2,18982,245,598
2022-05-10,City of San Marino,SGV,13277,1516,1,11418,13,98
2022-05-10,City of Santa Clarita,SFV,220421,55117,49,25005,382,173
2022-05-10,City of Santa Fe Springs,E,18364,6419,5,34954,55,299
2022-05-10,City of Santa Monica,W,92445,18145,40,19628,241,261
2022-05-10,City of Sierra Madre,SGV,10989,1589,2,14460,22,200
2022-05-10,City of Signal Hill,E,11797,2899,1,24574,13,110
2022-05-10,City of South El Monte,SGV,20885,6616,2,31678,88,421
2022-05-10,City of South Gate,E,98155,38655,6,39382,315,321
2022-05-10,City of South Pasadena,SGV,26052,4241,11,16278,61,234
2022-05-10,City of Temple City,SGV,36456,6423,5,17619,150,411
2022-05-10,City of Torrance,SB,149269,23586,28,15801,302,202
2022-05-10,City of Vernon,E,209,311,0,148804,0,0
2022-05-10,City of Walnut,SGV,30532,5011,3,16412,46,151
2022-05-10,City of West Covina,SGV,108235,29736,23,27474,363,335
2022-05-10,City of West Hollywood,W,36951,8362,7,22630,61,165
2022-05-10,City of Westlake Village,SFV,8359,287,1,3433,2,24
2022-05-10,City of Whittier,E,87431,24017,11,27469,337,385
2022-05-10,Los Angeles - Adams-Normandie,S,8202,2638,0,32163,18,219
2022-05-10,Los Angeles - Alsace,W,12445,3592,2,28863,23,185
2022-05-10,Los Angeles - Angeles National Forest,AV,40,6,0,15000,0,0
2022-05-10,Los Angeles - Angelino Heights,MLA,2502,647,2,25859,8,320
2022-05-10,Los Angeles - Arleta,SFV,34370,13754,4,40017,134,390
2022-05-10,Los Angeles - Atwater Village,MLA,14666,3653,3,24908,35,239
2022-05-10,Los Angeles - Baldwin Hills,S,31125,7658,11,24604,108,347
2022-05-10,Los Angeles - Bel Air,W,8429,1569,2,18614,5,59
2022-05-10,Los Angeles - Beverly Crest,W,12525,2485,4,19840,9,72
2022-05-10,Los Angeles - Beverlywood,W,13173,3168,3,24049,4,30
2022-05-10,Los Angeles - Boyle Heights,MLA,86884,33498,10,38555,372,428
2022-05-10,Los Angeles - Brentwood,W,30955,5911,21,19095,26,84
2022-05-10,Los Angeles - Brookside,MLA,581,100,0,17212,2,344
2022-05-10,Los Angeles - Cadillac-Corning,W,7121,1870,4,26260,14,197
2022-05-10,Los Angeles - Canoga Park,SFV,65288,20404,10,31252,208,319
2022-05-10,Los Angeles - Carthay,MLA,14363,3059,4,21298,88,613
2022-05-10,Los Angeles - Central,MLA,38992,14947,1,38334,159,408
2022-05-10,Los Angeles - Century City,W,12792,2498,7,19528,16,125
2022-05-10,Los Angeles - Century Palms/Cove,S,33766,13559,6,40156,132,391
2022-05-10,Los Angeles - Chatsworth,SFV,37061,9540,8,25741,120,324
2022-05-10,Los Angeles - Cheviot Hills,W,9171,1759,5,19180,10,109
2022-05-10,Los Angeles - Chinatown,MLA,8021,2031,3,25321,19,237
2022-05-10,Los Angeles - Cloverdale/Cochran,MLA,14553,4120,2,28310,30,206
2022-05-10,Los Angeles - Country Club Park,MLA,15153,3713,5,24503,89,587
2022-05-10,Los Angeles - Crenshaw District,S,13829,4056,4,29330,47,340
2022-05-10,Los Angeles - Crestview,W,11368,2952,3,25968,52,457
2022-05-10,Los Angeles - Del Rey,W,29936,6184,4,20657,43,144
2022-05-10,Los Angeles - Downtown,MLA,27507,12253,8,44545,68,247
2022-05-10,Los Angeles - Eagle Rock,MLA,39588,9587,8,24216,146,369
2022-05-10,Los Angeles - East Hollywood,MLA,29287,7482,9,25547,154,526
2022-05-10,Los Angeles - Echo Park,MLA,14256,3454,2,24228,26,182
2022-05-10,Los Angeles - El Sereno,MLA,41808,13445,6,32159,140,335
2022-05-10,Los Angeles - Elysian Park,MLA,5712,1407,0,24632,6,105
2022-05-10,Los Angeles - Elysian Valley,MLA,10171,2775,1,27283,33,324
2022-05-10,Los Angeles - Encino,SFV,45172,10745,15,23787,89,197
2022-05-10,Los Angeles - Exposition Park,S,44916,14696,4,32718,105,234
2022-05-10,Los Angeles - Exposition,S,3326,982,0,29525,8,241
2022-05-10,Los Angeles - Faircrest Heights,MLA,3600,923,4,25639,6,167
2022-05-10,Los Angeles - Figueroa Park Square,S,8721,3058,0,35065,38,436
2022-05-10,Los Angeles - Florence-Firestone,S,47446,19608,6,41328,155,327
2022-05-10,Los Angeles - Glassell Park,MLA,31604,8219,14,26006,71,225
2022-05-10,Los Angeles - Gramercy Place,S,10764,3223,3,29942,42,390
2022-05-10,Los Angeles - Granada Hills,SFV,58191,16380,9,28149,251,431
2022-05-10,Los Angeles - Green Meadows,S,21505,8578,3,39888,63,293
2022-05-10,Los Angeles - Hancock Park,MLA,17039,3514,6,20623,11,65
2022-05-10,Los Angeles - Harbor City,SB,29071,7149,4,24592,50,172
2022-05-10,Los Angeles - Harbor Gateway,SB,43600,12313,4,28241,102,234
2022-05-10,Los Angeles - Harbor Pines,SB,2409,462,0,19178,3,125
2022-05-10,Los Angeles - Harvard Heights,MLA,18035,5205,1,28861,80,444
2022-05-10,Los Angeles - Harvard Park,S,37935,15088,3,39773,128,337
2022-05-10,Los Angeles - Highland Park,MLA,48391,13247,4,27375,138,285
2022-05-10,Los Angeles - Historic Filipinotown,MLA,13870,4320,0,31146,91,656
2022-05-10,Los Angeles - Hollywood Hills,MLA,29435,5533,12,18798,30,102
2022-05-10,Los Angeles - Hollywood,MLA,68254,16520,15,24204,114,167
2022-05-10,Los Angeles - Hyde Park,S,28541,9329,3,32686,113,396
2022-05-10,Los Angeles - Jefferson Park,S,8073,2537,1,31426,21,260
2022-05-10,Los Angeles - Koreatown,MLA,51692,13158,6,25454,148,286
2022-05-10,Los Angeles - Lafayette Square,MLA,4559,1259,0,27616,11,241
2022-05-10,Los Angeles - Lake Balboa,SFV,42206,12470,13,29546,90,213
2022-05-10,Los Angeles - Lakeview Terrace,SFV,13133,4649,1,35399,47,358
2022-05-10,Los Angeles - Leimert Park,S,15235,4354,6,28579,32,210
2022-05-10,Los Angeles - Lincoln Heights,MLA,32597,10226,10,31371,213,653
2022-05-10,Los Angeles - Little Armenia,MLA,8025,2462,2,30679,113,1408
2022-05-10,Los Angeles - Little Bangladesh,MLA,28343,6960,5,24556,39,138
2022-05-10,Los Angeles - Little Tokyo,MLA,3133,1115,1,35589,14,447
2022-05-10,Los Angeles - Longwood,MLA,4304,1361,2,31622,14,325
2022-05-10,Los Angeles - Los Feliz,MLA,21608,4043,7,18711,35,162
2022-05-10,Los Angeles - Manchester Square,SB,8536,2429,4,28456,22,258
2022-05-10,Los Angeles - Mandeville Canyon,W,3124,550,2,17606,1,32
2022-05-10,Los Angeles - Mar Vista,W,42471,7621,8,17944,46,108
2022-05-10,Los Angeles - Marina Peninsula,W,4360,705,1,16170,5,115
2022-05-10,Los Angeles - Melrose,MLA,77696,20585,16,26494,259,333
2022-05-10,Los Angeles - Mid-city,MLA,15030,3539,3,23546,53,353
2022-05-10,Los Angeles - Miracle Mile,MLA,17985,3601,4,20022,22,122
2022-05-10,Los Angeles - Mission Hills,SFV,24124,9524,8,39479,152,630
2022-05-10,Los Angeles - Mt. Washington,MLA,24145,6493,6,26892,75,311
2022-05-10,Los Angeles - North Hills,SFV,61576,20259,14,32901,189,307
2022-05-10,Los Angeles - North Hollywood,SFV,151422,46973,21,31021,481,318
2022-05-10,Los Angeles - Northridge,SFV,69796,19529,12,27980,216,309
2022-05-10,Los Angeles - Pacific Palisades,W,21291,3564,13,16739,17,80
2022-05-10,Los Angeles - Pacoima,SFV,76979,32309,10,41971,285,370
2022-05-10,Los Angeles - Palisades Highlands,W,3846,663,3,17239,2,52
2022-05-10,Los Angeles - Palms,W,43877,8354,18,19040,78,178
2022-05-10,Los Angeles - Panorama City,SFV,75251,27360,16,36359,331,440
2022-05-10,Los Angeles - Park La Brea,MLA,13580,2337,1,17209,3,22
2022-05-10,Los Angeles - Pico-Union,MLA,41842,13982,4,33416,284,679
2022-05-10,Los Angeles - Playa Del Rey,W,3196,426,1,13329,4,125
2022-05-10,Los Angeles - Playa Vista,W,10947,2393,7,21860,14,128
2022-05-10,Los Angeles - Porter Ranch,SFV,35589,7483,5,21027,61,171
2022-05-10,Los Angeles - Rancho Park,W,6560,1524,2,23232,2,30
2022-05-10,Los Angeles - Regent Square,W,2780,660,0,23741,4,144
2022-05-10,Los Angeles - Reseda Ranch,SFV,4636,1432,1,30889,6,129
2022-05-10,Los Angeles - Reseda,SFV,76617,24994,10,32622,367,479
2022-05-10,Los Angeles - Reynier Village,W,4228,892,0,21097,3,71
2022-05-10,Los Angeles - San Pedro,SB,78039,19944,10,25557,177,227
2022-05-10,Los Angeles - Shadow Hills,SFV,4442,1000,0,22512,8,180
2022-05-10,Los Angeles - Sherman Oaks,SFV,87253,19580,31,22440,153,175
2022-05-10,Los Angeles - Silverlake,MLA,44083,9986,11,22653,145,329
2022-05-10,Los Angeles - South Carthay,MLA,10595,2376,2,22426,9,85
2022-05-10,Los Angeles - South Park,S,37961,14943,2,39364,127,335
2022-05-10,Los Angeles - St Elmo Village,MLA,4584,1547,2,33748,46,1003
2022-05-10,Los Angeles - Studio City,SFV,22440,4861,8,21662,59,263
2022-05-10,Los Angeles - Sun Valley,SFV,52483,18969,13,36143,193,368
2022-05-10,Los Angeles - Sunland,SFV,20408,5187,3,25417,80,392
2022-05-10,Los Angeles - Sycamore Square,SFV,647,122,0,18856,2,309
2022-05-10,Los Angeles - Sylmar,SFV,82397,33905,15,41148,310,376
2022-05-10,Los Angeles - Tarzana,SFV,30876,7849,5,25421,102,330
2022-05-10,Los Angeles - Temple-Beaudry,MLA,39481,11211,7,28395,134,339
2022-05-10,Los Angeles - Thai Town,MLA,9809,2244,3,22877,39,398
2022-05-10,Los Angeles - Toluca Lake,SFV,8704,1778,6,20427,11,126
2022-05-10,Los Angeles - Toluca Terrace,SFV,1306,365,0,27948,10,766
2022-05-10,Los Angeles - Toluca Woods,SFV,1858,335,0,18030,0,0
2022-05-10,Los Angeles - Tujunga,SFV,27810,6868,11,24696,95,342
2022-05-10,Los Angeles - University Hills,SGV,3429,730,0,21289,4,117
2022-05-10,Los Angeles - University Park,S,27456,9448,6,34411,76,277
2022-05-10,Los Angeles - Valley Glen,SFV,30016,8894,9,29631,98,326
2022-05-10,Los Angeles - Valley Village,SFV,24720,6179,5,24996,95,384
2022-05-10,Los Angeles - Van Nuys,SFV,93193,30829,9,33080,425,456
2022-05-10,Los Angeles - Venice,W,33885,6863,4,20254,29,86
2022-05-10,Los Angeles - Vermont Knolls,S,17200,6220,1,36163,76,442
2022-05-10,Los Angeles - Vermont Square,S,7657,3155,1,41204,36,470
2022-05-10,Los Angeles - Vermont Vista,S,41186,15631,4,37952,128,311
2022-05-10,Los Angeles - Vernon Central,S,51998,21891,3,42100,196,377
2022-05-10,Los Angeles - Victoria Park,MLA,8399,2333,0,27777,18,214
2022-05-10,Los Angeles - View Heights,S,3694,768,2,20790,9,244
2022-05-10,Los Angeles - Watts,S,42674,16379,3,38382,137,321
